kuchnia,rynek,balkon,liczba_pieter_budynku,rok_budowy,miasto,liczba_pokoi,wykonczenie,ulica,pietro,rodzaj_zabudowy,powierzchnia,dzielnica,forma-wlasnosci,adres,serwis,material_budynku,oferta,ogrzewanie,winda,czynsz,typ_ogrzewania,dodatkowe_informacje,ulica_i_nr
oddzielna,wtórny,-1,2,1983,Sopot,3,do remontu,kujawska,parter / 2 ,-1,119.0,kamienny potok,własność,"sopot, kamienny potok, kujawska",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2015,-1,4,-1,-1,Parter,-1,71.5,-1,-1,"Sopot, Wyścigi, Karlikowo, Łokietka, Władysława",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Garaż, Winda, Miejsce parkingowe, Kuchnia",-1
brak,wtórny,-1,1,2020,Gdynia,3,dowykończenia,-1,0,apartamentowiec,76.0,-1,-1,"Gdynia, Orłowo, Akacjowa",otodom,cegła,Oferta biura nieruchomości,gazowe,0,-1,-1,-1,-1
-1,pierwotny,-1,3,2021,Gdynia,3,dowykończenia,-1,0,apartamentowiec,43.02,-1,-1,"Gdynia, Witomino, Witomino-Leśniczówka, Niska 18",otodom,silikat,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,17,2013,-1,2,-1,-1,3,-1,47.0,-1,-1,"Gdańsk, Morena, Piecewska",trojmiasto,-1,-1,-1,-1,-1,-1,Winda,-1
z oknem,pierwotny,tak ,2,2019,Gdańsk,5,do wykończenia,stężycka,1 / 2 ,niski blok,107.39,jasień,własność,"gdańsk, jasień, stężycka",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,2012,Gdańsk,3,-1,-1,4,blok,66.7,kiełpinek,-1,"Gdańsk,Kiełpinek,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2004,-1,-1,-1,-1,1,-1,56.0,-1,-1,"Gdańsk, Zakoniczyn, Świętokrzyska",trojmiasto,-1,-1,-1,-1,-1,Co,-1,-1
-1,-1,-1,4,1978,-1,3,-1,-1,3,-1,53.0,-1,-1,"Gdynia, Cisowa, Morska",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
półotwarta ,wtórny,nie ,3,2008,Gdańsk,2,-1,"wyścigi,",parter / 3 ,-1,44.0,sopot,własność,"gdańsk, sopot, wyścigi,",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2019,Sopot,3,-1,-1,1,apartamentowiec,55.5,dolny,-1,"Sopot,Dolny,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2015,Gdańsk,4,dozamieszkania,-1,1,apartamentowiec,74.71,-1,-1,"Gdańsk, Jasień, Aleksandry Gabrysiak",otodom,pustak,Oferta biura nieruchomości,miejskie,1,450.0,-1,-1,-1
-1,-1,-1,3,2003,-1,2,-1,-1,3,-1,50.8,-1,-1,"Gdańsk, Ujeścisko, Piotrkowska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Piwnica, Kuchnia",-1
-1,-1,-1,4,1997,Gdańsk,6,-1,-1,4,blok,155.7,aniołki,-1,"Gdańsk,Aniołki,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2012,Gdańsk,3,dozamieszkania,-1,3,apartamentowiec,70.0,-1,-1,"Gdańsk, Aniołki, Wzgórze Focha",otodom,-1,Oferta prywatna,-1,0,-1,-1,-1,-1
brak,pierwotny,-1,7,2021,Gdańsk,3,dowykończenia,-1,5,apartamentowiec,63.92,-1,-1,"Gdańsk, Oliwa, ul. Opacka",otodom,inne,Oferta dewelopera,miejskie,1,-1,-1,-1,-1
-1,-1,-1,4,2019,-1,3,-1,-1,1,-1,65.06,-1,-1,"Gdańsk, Wrzeszcz, Hallera, Józefa",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Garaż, Winda, Miejsce parkingowe, Internet, Kuchnia",-1
brak,wtórny,-1,4,2007,Gdynia,2,dozamieszkania,-1,1,apartamentowiec,45.0,-1,-1,"Gdynia, Kamienna Góra, Stanisława Wyspiańskiego",otodom,-1,Oferta biura nieruchomości,elektryczne,0,-1,-1,-1,-1
brak,wtórny,-1,3,1940,Gdańsk,2,dozamieszkania,-1,0,kamienica,43.5,-1,-1,"Gdańsk, Wrzeszcz, Jana Kochanowskiego",otodom,cegła,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,3,1930,-1,2,-1,-1,Parter,-1,34.8,-1,-1,"Gdynia, Grabówek, Kołłątaja",trojmiasto,-1,-1,-1,-1,-1,Ogrzewanie miejskie,"Woda, Miejsce parkingowe",-1
-1,-1,-1,5,2020,-1,2,-1,-1,1,-1,38.47,-1,-1,"Gdańsk, Szadółki, Lawendowe, Wzgórze",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,Winda,-1
brak,wtórny,-1,4,1915,Gdańsk,3,dozamieszkania,-1,0,kamienica,63.92,-1,-1,"Gdańsk, Nowy Port, Na Zaspę",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,5,1905,-1,3,-1,-1,3,-1,71.2,-1,-1,"Gdańsk, Śródmieście, Długie, Ogordy",trojmiasto,-1,-1,-1,-1,-1,Miejskie,-1,-1
-1,-1,-1,6,2016,Gdańsk,2,-1,-1,1,-1,52.0,-1,-1,"Gdańsk, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,-1,-1,Rzeczypospolitej 8/205
brak,wtórny,-1,4,1960,Gdańsk,2,dozamieszkania,-1,1,-1,38.57,-1,-1,"Gdańsk, Wrzeszcz, Grunwaldzka",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
brak,wtórny,-1,2,2009,Gdańsk,2,dozamieszkania,-1,2,domwolnostojący,52.5,-1,-1,"Gdańsk, Orunia-Św. Wojciech-Lipce, Orunia, Nad Potokiem",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,3,1930,-1,3,-1,-1,Parter,-1,52.2,-1,-1,"Gdańsk, Wrzeszcz, Tadeusza, Kościuszki",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,tak ,3,1950,Gdańsk,4,-1,bolesława chrobrego,3 / 3 ,kamienica,68.0,wrzeszcz,-1,"gdańsk, wrzeszcz, bolesława chrobrego",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2006,-1,3,-1,-1,Parter,-1,70.0,-1,-1,"Gdańsk, Zakoniczyn, Stanisława, Dąbka",trojmiasto,-1,-1,-1,-1,-1,-1,"Garaż, Internet, Aneks kuchenny",-1
-1,wtórny,tak ,5,2009,Gdańsk,2,-1,szafarnia,4 / 5 ,apartamentowiec,70.0,stare miasto,-1,"gdańsk, stare miasto, szafarnia",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,4,2013,Gdynia,3,-1,-1,1 / 4 ,-1,64.3,gen. mariusza zaruskiego,-1,"gdynia, gen. mariusza zaruskiego, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1965,-1,2,-1,-1,2,-1,36.4,-1,-1,"Gdynia, Wzgórze, Maksymiliana, Wojewody, Wachowiaka",trojmiasto,-1,-1,-1,-1,-1,-1,Piwnica,-1
-1,-1,-1,2,1910,-1,4,-1,-1,Parter,-1,88.0,-1,-1,"Gdańsk, Wrzeszcz, Politechniczna",trojmiasto,-1,-1,-1,-1,-1,Elektryczne,-1,-1
-1,-1,-1,4,2010,-1,4,-1,-1,2,-1,74.0,-1,-1,"Gdańsk, Łostowice",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2013,Gdańsk,3,-1,-1,3,blok,85.65,-1,-1,"Gdańsk, Jasień, Leszczynowa",otodom,pustak,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,1,2014,Gdańsk,3,-1,-1,0,blok,64.0,jasień,-1,"Gdańsk,Jasień,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,pierwotny,tak ,3,2020,Gdańsk,4,-1,-1,2 / 3 ,-1,86.96,przymorze,-1,"gdańsk, przymorze, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,pierwotny,tak ,-1,2021,Gdańsk,1,-1,ul. kartuska,1 ,-1,27.2,jasień,-1,"gdańsk, jasień, ul. kartuska",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,12,2021,-1,4,-1,-1,8,-1,105.65,-1,-1,"Gdańsk, Przymorze, Dąbrowszczaków",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Garaż, Winda, Piwnica, Miejsce parkingowe, Internet",-1
-1,-1,-1,2,2000,Gdynia,2,-1,-1,1,blok,55.0,dąbrowa,-1,"Gdynia,Dąbrowa,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,1935,Gdańsk,2,dozamieszkania,-1,2,kamienica,38.0,-1,-1,"Gdańsk, Śródmieście, Stare Miasto, Podzamcze",otodom,cegła,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,wtórny,tak ,4,2007,Sopot,2,-1,władysława łokietka,1 / 4 ,apartamentowiec,35.9,wyścigi,-1,"sopot, wyścigi, władysława łokietka",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,1,2020,Gdynia,4,dowykończenia,-1,1,-1,97.5,-1,-1,"Gdynia, Pogórze, Stefana Czarnieckiego",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
brak,pierwotny,-1,4,2021,Gdynia,2,dowykończenia,-1,0,blok,73.1,-1,-1,"Gdynia, pomorskie",otodom,pustak,Oferta biura nieruchomości,-1,1,-1,-1,-1,-1
-1,-1,-1,3,2012,-1,2,-1,-1,1,-1,48.0,-1,-1,"Gdańsk, Morena, Myśliwska, 46",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Miejsce parkingowe, Internet, Kuchnia, Aneks kuchenny, Kablówka, Ochrona, Rowerownia, Osiedle zamknięte",-1
-1,-1,-1,4,2010,-1,2,-1,-1,3,-1,47.0,-1,-1,"Gdańsk, Szadółki",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,tak ,2,2015,Gdańsk,2,-1,-1,parter / 2 ,blok mieszkalny,51.45,morena,-1,"gdańsk, morena, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,8,2017,Gdańsk,3,dozamieszkania,-1,1,-1,53.0,-1,-1,"Gdańsk, Piecki-Migowo",otodom,-1,Oferta biura nieruchomości,inne,0,550.0,-1,-1,-1
-1,-1,-1,12,2021,-1,3,-1,-1,1,-1,62.18,-1,-1,"Gdańsk, Przymorze, Lecha, Kaczyńskiego",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Balkon, Winda, Miejsce parkingowe, Internet",-1
-1,-1,-1,10,1970,Gdynia,3,-1,-1,7,blok,46.0,obłuże,-1,"Gdynia,Obłuże,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1920,-1,4,-1,-1,2,-1,100.0,-1,-1,"Sopot, Dolny, Sopot, Marii, Skłodowskiej, Curie",trojmiasto,-1,-1,-1,-1,-1,Co własne,"Balkon, Ogródek, Gaz, Woda, Kanalizacja, Piwnica, Miejsce parkingowe, Internet","80-280 gdańsk, norwida cypriana kamila 4/201 (hossa garnizon, budynek gamma, ii piętro)"
brak,pierwotny,-1,4,2020,Gdańsk,3,-1,-1,3,-1,108.51,-1,-1,"Gdańsk, Kowale, Apollina",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
aneks,wtórny,-1,2,2018,Gdańsk,3,dobry,-1,2 / 2 ,-1,52.0,reda,własność,"gdańsk, reda, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1903,-1,2,-1,-1,1,-1,58.97,-1,-1,"Gdańsk, Dolne, Miasto, Stefanii, Sempołowskiej",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Gaz, Woda, Piwnica",-1
-1,pierwotny,-1,3,2020,Gdańsk,4,deweloperski,przymorze,2 / 3 ,apartamentowiec,86.96,gdańsk,-1,"gdańsk, gdańsk, przymorze ",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,2009,-1,3,-1,-1,1,-1,82.15,-1,-1,"Gdańsk, Zaspa, Stefana, Drzewieckiego",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Siła, Internet, Aneks kuchenny",-1
-1,-1,-1,3,2008,-1,2,-1,-1,Parter,-1,54.0,-1,-1,"Gdańsk, Morena, Myśliwska",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,3,2020,Gdynia,2,dowykończenia,-1,3,blok,35.79,-1,-1,"Gdynia, Oksywie",otodom,pustak,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,wtórny,-1,6,2019,Gdańsk,2,-1,chmielna,1 / 6 ,apartamentowiec,53.83,stare miasto,-1,"gdańsk, stare miasto, chmielna",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,3,2020,Gdynia,2,dowykończenia,-1,1,blok,36.09,-1,-1,"Gdynia, Oksywie",otodom,inne,Oferta biura nieruchomości,miejskie,0,180.0,-1,-1,-1
-1,-1,-1,4,1974,-1,2,-1,-1,2,-1,42.42,-1,-1,"Gdańsk, Kokoszki",trojmiasto,-1,-1,-1,-1,-1,-1,Piwnica,-1
oddzielna,-1,-1,17,2018,Gdańsk,4,-1,-1,9,apartamentowiec,79.0,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1994,Gdynia,3,-1,-1,0,blok,72.7,orłowo,-1,"Gdynia,Orłowo,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2011,-1,3,-1,-1,3,-1,57.3,-1,-1,"Gdańsk, Zakoniczyn, Konrada, Guderskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Woda, Kanalizacja, Piwnica, Miejsce parkingowe, Internet",-1
-1,-1,-1,4,1960,-1,1,-1,-1,4,-1,28.83,-1,-1,"Gdańsk, Wrzeszcz, Partyzantów",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Piwnica, Internet, Kuchnia, Kablówka",-1
brak,wtórny,-1,17,2013,Gdańsk,2,dozamieszkania,-1,11,apartamentowiec,45.0,-1,-1,"Gdańsk, Piecki-Migowo, Morena",otodom,-1,Oferta biura nieruchomości,miejskie,1,350.0,-1,-1,-1
brak,pierwotny,-1,4,2019,Gdynia,3,-1,-1,3,blok,64.64,-1,-1,"Gdynia, Dąbrowa, ul. Rdestowa",otodom,pustak,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,4,1875,-1,2,-1,-1,4,-1,45.0,-1,-1,"Gdynia, Chylonia",trojmiasto,-1,-1,-1,-1,-1,-1,Piwnica,-1
-1,-1,-1,5,2014,-1,1,-1,-1,3,-1,23.0,-1,-1,"Gdańsk, Śródmieście, Tartaczna",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Winda, Miejsce parkingowe, Internet",-1
-1,-1,-1,3,1960,-1,5,-1,-1,2,-1,186.0,-1,-1,"Gdynia, Śródmieście, Świętojańska",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Miejsce parkingowe, Internet, Kuchnia, Dwupoziomowe",-1
-1,-1,-1,10,1970,-1,1,-1,-1,1,-1,32.4,-1,-1,"Gdańsk, Dolne, Miasto, Łąkowa",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Piwnica, Internet, Kuchnia",-1
oddzielna,-1,-1,10,1980,Gdynia,3,-1,-1,5,-1,60.0,karwiny,-1,"Gdynia,Karwiny,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,1960,-1,2,-1,-1,9,-1,33.0,-1,-1,"Gdynia, Śródmieście, Władysława",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Balkon, Winda, Piwnica, Miejsce parkingowe, Internet, Aneks kuchenny, Kablówka",-1
-1,-1,-1,18,1980,-1,5,-1,-1,2,-1,62.4,-1,-1,"Gdańsk, Przymorze, Lęborska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Piwnica",-1
-1,-1,-1,6,2019,Gdańsk,2,-1,-1,3,-1,57.6,-1,-1,"Gdańsk, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,-1,-1,Kaprów 19/14
brak,pierwotny,-1,2,2018,Sopot,2,dozamieszkania,-1,1,apartamentowiec,53.3,-1,-1,"Sopot, Kamienny Potok",otodom,inne,Oferta biura nieruchomości,inne,1,-1,-1,-1,-1
oddzielna,wtórny,-1,3,1959,Gdańsk,2,wysoki standard,łąkowa,3 / 3 ,kamienica,54.0,śródmieście,-1,"gdańsk, śródmieście, łąkowa",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1980,-1,2,-1,-1,2,-1,40.2,-1,-1,"Gdańsk, Żabianka, Tysiąclecia",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,Piwnica,-1
brak,wtórny,-1,1,2019,Gdynia,3,dozamieszkania,-1,1,apartamentowiec,66.42,-1,-1,"Gdynia, Pogórze, Szkolna",otodom,cegła,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,4,1979,-1,4,-1,-1,1,-1,77.83,-1,-1,"Gdańsk, Morena, Warneńska",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
-1,-1,-1,1,1960,-1,5,-1,-1,1,-1,112.57,-1,-1,"Gdynia, Pogórze, Rtęciowa",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Garaż, Piwnica, Kuchnia",-1
-1,-1,-1,4,2019,-1,3,-1,-1,1,-1,65.06,-1,-1,"Gdańsk, Wrzeszcz, Gen, Józefa, Hallera",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Woda, Miejsce parkingowe, Internet",-1
-1,-1,-1,4,1960,-1,2,-1,-1,1,-1,34.0,-1,-1,"Gdynia, Oksywie, Inż, Śmidowicza",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,2008,-1,4,-1,-1,2,-1,93.6,-1,-1,"Gdańsk, Długie, Ogrody, Szafarnia",trojmiasto,-1,-1,-1,-1,-1,-1,"Garaż, Winda",-1
-1,-1,-1,3,2000,-1,2,-1,-1,-1,-1,66.0,-1,-1,"Gdańsk, Karczemki, Storczykowa",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,10,1970,Gdańsk,3,doremontu,-1,3,blok,56.3,-1,-1,"Gdańsk, Zaspa, Pilotów",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
brak,wtórny,-1,3,2016,Gdańsk,3,dozamieszkania,-1,0,blok,70.66,-1,-1,"Gdańsk, Jasień, Leszczynowa",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,10,1980,-1,2,-1,-1,5,-1,42.0,-1,-1,"Gdańsk, Morena, Piecewska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Winda, Woda, Internet",-1
-1,-1,-1,10,1990,-1,3,-1,-1,5,-1,54.91,-1,-1,"Gdynia, Karwiny, Staffa",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Balkon, Winda, Piwnica, Internet, Kuchnia, Kablówka, Rowerownia",-1
-1,-1,-1,8,1980,-1,2,-1,-1,4,-1,48.2,-1,-1,"Gdańsk, Zaspa, Zbigniewa, Burzyńskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Gaz, Woda, Kanalizacja, Piwnica, Miejsce parkingowe, Internet",-1
-1,wtórny,-1,3,2014,Sopot,4,-1,-1,parter / 3 ,-1,71.5,-1,-1,"sopot, -1, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
w aneksie,-1,-1,4,1960,Gdańsk,2,-1,-1,3,-1,31.0,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1980,-1,3,-1,-1,1,-1,64.0,-1,-1,"Gdańsk, Morena, Ignacego, Matuszewskiego",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Kuchnia",-1
w aneksie,-1,-1,13,2015,Gdynia,3,wysoki standard,-1,1,-1,88.0,wzgórześw.maksymiliana,-1,"Gdynia,WzgórzeŚw.Maksymiliana,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,11,1976,-1,4,-1,-1,11,-1,64.0,-1,-1,"Sopot, Wyścigi, Karlikowo, Bitwy, Pod, Płowcami",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Gaz, Woda, Kanalizacja, Piwnica, Internet",-1
-1,-1,-1,5,1996,-1,4,-1,-1,4,-1,58.13,-1,-1,"Gdynia, Redłowo, Janusza, Korczaka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Piwnica, Miejsce parkingowe",-1
-1,-1,-1,5,2013,-1,2,-1,-1,Parter,-1,32.18,-1,-1,"Gdańsk, Szadółki, Jabłoniowa",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Aneks kuchenny",-1
-1,-1,-1,3,1999,Gdańsk,3,-1,-1,3,blok,63.3,siedlce,-1,"Gdańsk,Siedlce,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,3,2019,Gdańsk,2,dowykończenia,-1,1,apartamentowiec,48.3,-1,-1,"Gdańsk, Brzeźno",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,12,1993,-1,4,-1,-1,12,-1,92.0,-1,-1,"Gdańsk, Zaspa, Jana, Pawła, Ii",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Piwnica, Kuchnia",-1
brak,wtórny,-1,4,1949,Gdańsk,2,dozamieszkania,-1,1,kamienica,48.0,-1,-1,"Gdańsk, Śródmieście, św. Ducha",otodom,cegła,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,wtórny,-1,2,1930,Sopot,4,-1,jana sobieskiego,parter / 2 ,-1,106.0,dolny,-1,"sopot, dolny, jana sobieskiego",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,2,1950,Gdańsk,3,doremontu,-1,2,kamienica,76.4,-1,-1,"Gdańsk, Oliwa, Jana Husa",otodom,-1,Oferta biura nieruchomości,gazowe,0,-1,-1,-1,-1
-1,-1,-1,2,1930,-1,2,-1,-1,Parter,-1,33.3,-1,-1,"Gdańsk, Wrzeszcz, Deotymy",trojmiasto,-1,-1,-1,-1,-1,-1,"Ogródek, Piwnica, Miejsce parkingowe",-1
-1,-1,-1,4,1970,-1,2,-1,-1,4,-1,28.0,-1,-1,"Gdańsk, Rudniki, Rzęsna",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Gaz, Woda, Kanalizacja, Piwnica, Miejsce parkingowe, Internet",-1
brak,wtórny,-1,3,2008,Gdańsk,3,dozamieszkania,-1,2,blok,69.0,-1,-1,"Gdańsk, Ujeścisko-Łostowice, Ujeścisko, Anny Jagiellonki",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,4,1978,-1,3,-1,-1,4,-1,63.0,-1,-1,"Gdynia, Witomino",trojmiasto,-1,-1,-1,-1,-1,-1,Balkon,-1
brak,pierwotny,-1,3,2020,Gdynia,4,dowykończenia,-1,3,blok,58.67,-1,-1,"Gdynia, Oksywie",otodom,pustak,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,1,2000,-1,4,-1,-1,1,-1,100.0,-1,-1,"Gdańsk, Matarnia, Rębiechowo, Elewów",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Garaż, Taras, Siła, Piwnica, Kuchnia",-1
-1,-1,-1,4,1997,-1,2,-1,-1,Parter,-1,46.9,-1,-1,"Gdynia, Działki, Leśne, Warszawska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Miejsce parkingowe",-1
-1,wtórny,tak ,4,2019,Gdańsk,5,do wykończenia,św. brata alberta,4 / 4 ,blok,103.0,kokoszki,-1,"gdańsk, kokoszki, św. brata alberta",morizon,pustak,-1,-1,-1,-1,-1,-1,-1
-1,pierwotny,tak ,6,2020,Gdańsk,1,-1,pszenna,6 / 6 ,apartamentowiec,24.6,stare miasto,-1,"gdańsk, stare miasto, pszenna",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,17,2018,-1,4,-1,-1,9,-1,79.0,-1,-1,"Gdańsk, Śródmieście, Wałowa",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Garaż, Winda, Siła, Kuchnia",-1
-1,-1,-1,3,2006,-1,3,-1,-1,3,-1,80.9,-1,-1,"Gdynia, Mały, Kack, Kłajpedzka",trojmiasto,-1,-1,-1,-1,-1,Co własne,"Balkon, Garaż, Winda, Taras, Piwnica, Kuchnia",-1
aneks,pierwotny,tak ,4,2020,Gdynia,3,do wykończenia,rdestowa,3 / 4 ,niski blok,64.64,dąbrowa,własność,"gdynia, dąbrowa, rdestowa",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1910,-1,2,-1,-1,2,-1,51.0,-1,-1,"Gdańsk, Orunia, Dolna, Sandomierska",trojmiasto,-1,-1,-1,-1,-1,-1,"Gaz, Woda, Piwnica, Miejsce parkingowe",-1
-1,-1,-1,3,2017,-1,3,-1,-1,1,-1,73.0,-1,-1,"Gdańsk, Wrzeszcz, Chrobrego, Bolesława",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Garaż, Winda, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
aneks,pierwotny,tak ,4,2020,Gdynia,3,do wykończenia,stefana żeromskiego,3 / 4 ,apartamentowiec,83.4,śródmieście,własność,"gdynia, śródmieście, stefana żeromskiego",morizon,ytong,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1900,-1,5,-1,-1,2,-1,88.12,-1,-1,"Gdańsk, Wrzeszcz, Konrada, Wallenroda",trojmiasto,-1,-1,-1,-1,-1,-1,"Piwnica, Kuchnia",-1
-1,pierwotny,-1,4,2019,Gdańsk,3,deweloperski,"jasień,",parter / 4 ,blok,51.68,gdańsk,-1,"gdańsk, gdańsk, jasień, ",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,2009,-1,3,-1,-1,3,-1,72.0,-1,-1,"Gdańsk, Wrzeszcz, Aldony",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,4,1936,Gdynia,3,dozamieszkania,-1,3,blok,59.0,-1,-1,"Gdynia, Śródmieście, Al. Marsz. PIŁSUDSKIEGO JÓZEFA",otodom,-1,Oferta biura nieruchomości,elektryczne,0,-1,-1,-1,-1
